frame,material,distance,box_id,x,y,z,dx,dy,dz,heading,score,label
74,spot,7m,0,0.4966716,7.780623,0.8778176,2.0088444,4.017595,1.5064456,6.2729225,0.9704562425613403,1
75,spot,7m,0,0.5078824,7.793904,0.87570804,2.0120564,4.02398,1.5087802,6.2773066,0.9700674414634705,1
76,spot,7m,0,0.5198588,7.7502456,0.8805781,2.0268571,4.0535555,1.5198405,6.2931786,0.9698325395584106,1
77,spot,7m,0,0.5042488,7.777395,0.8798896,2.0142045,4.0282526,1.5104408,6.2840357,0.9695321321487427,1
78,spot,7m,0,0.5095813,7.7647023,0.8833352,2.0155017,4.031008,1.5115366,6.2918825,0.9702966213226318,1
79,spot,7m,0,0.518466,7.7610626,0.88582575,2.0260189,4.052133,1.5194254,6.2958746,0.9705797433853149,1
80,velvet,7m,0,0.4795223,7.8252726,0.88533527,2.022782,4.0456986,1.5170305,6.2618036,0.9699077606201172,1
81,velvet,7m,0,0.47123533,7.7667575,0.88319033,2.018333,4.036373,1.5134947,6.2661486,0.9687874913215637,1
82,velvet,7m,0,0.5207267,7.7841616,0.88259846,2.0153732,4.030744,1.5114231,6.2687826,0.9693664312362671,1
83,velvet,7m,0,0.49645197,7.7964535,0.8828279,2.0142477,4.0286894,1.5106734,6.2694435,0.9712721109390259,1
84,velvet,7m,0,0.4908082,7.756698,0.880747,2.0146205,4.0289598,1.5106969,6.2629204,0.9691649079322815,1
85,velvet,7m,0,0.46632403,7.8286905,0.8820501,2.0146017,4.029135,1.5108187,6.276333,0.9691725373268127,1
86,velvet,7m,0,0.49657398,7.7812643,0.88449943,2.0220833,4.04407,1.5163941,6.2751665,0.9691300988197327,1
87,velvet,7m,0,0.48034972,7.8063426,0.87855047,2.0067444,4.0133758,1.5048931,6.262018,0.9698715209960938,1
88,velvet,7m,0,0.49337113,7.788587,0.8796574,2.0158706,4.0316586,1.5116956,6.2643423,0.9701524972915649,1
89,velvet,7m,0,0.5090261,7.7848024,0.8823234,2.0164258,4.032794,1.5121726,6.2667036,0.9693617224693298,1
90,velvet,7m,0,0.5158938,7.777684,0.88195413,2.0156026,4.031255,1.5116022,6.276475,0.9703505635261536,1
91,velvet,7m,0,0.48419642,7.7993126,0.8852182,2.0267167,4.0532875,1.5198216,6.260336,0.9683524966239929,1
92,velvet,7m,0,0.49807823,7.8023014,0.87977785,2.0120625,4.0240407,1.508882,6.275715,0.9694257974624634,1
93,velvet,7m,0,0.47445035,7.8061714,0.8851486,2.0196187,4.0392394,1.5146217,6.273204,0.9695218205451965,1
94,velvet,7m,0,0.50723207,7.7797313,0.879467,2.0109978,4.021801,1.5080342,6.2716694,0.9690115451812744,1
95,velvet,7m,0,0.5013825,7.769733,0.88631463,2.0275512,4.0550003,1.520483,6.274247,0.9688335061073303,1
96,velvet,7m,0,0.48805594,7.798295,0.88502675,2.0240145,4.0480146,1.5178776,6.2738934,0.9693059325218201,1
97,velvet,7m,0,0.5033811,7.8211946,0.88133585,2.0146005,4.029221,1.5108411,6.2700424,0.9692476987838745,1
98,velvet,7m,0,0.49773264,7.8210807,0.88043654,2.0108926,4.021865,1.5080986,6.2689714,0.9700397849082947,1
99,velvet,7m,0,0.48304874,7.7968163,0.8842887,2.0236,4.0471044,1.51752,6.274988,0.9690388441085815,1
0,card,10m,0,0.7359854,10.780468,0.8798163,1.9851408,3.9722118,1.4898548,6.283252,0.9772886633872986,1
1,card,10m,0,0.73762697,10.794753,0.88041633,1.9860337,3.974047,1.4905477,6.299402,0.9776191711425781,1
2,card,10m,0,0.7272148,10.80708,0.88208485,1.9889272,3.979858,1.4927334,6.2990437,0.9777253866195679,1
3,card,10m,0,0.7232808,10.785447,0.8862671,2.0039864,4.009705,1.5038655,6.3087807,0.9758754968643188,1
4,card,10m,0,0.73497677,10.794885,0.88223296,1.9887977,3.979689,1.4926763,6.2919893,0.9780096411705017,1
5,card,10m,0,0.74309456,10.779147,0.8811071,1.986576,3.975117,1.4909567,6.2839174,0.9771891832351685,1
6,card,10m,0,0.73513424,10.804442,0.88230985,1.9898285,3.9817207,1.4934301,6.2957067,0.9778559803962708,1
7,card,10m,0,0.7406099,10.774166,0.88015926,1.9864476,3.9747405,1.4907951,6.2928934,0.9766895771026611,1
8,card,10m,0,0.73803574,10.770169,0.878006,1.9824327,3.9668028,1.4878157,6.2980175,0.9776366949081421,1
9,card,10m,0,0.73888534,10.763514,0.8819356,1.989215,3.9803753,1.4929243,6.3000374,0.9771823287010193,1
10,card,10m,0,0.73879766,10.800722,0.8795425,1.9834338,3.9689422,1.4886436,6.298971,0.9781913161277771,1
11,card,10m,0,0.73461807,10.806802,0.88184094,1.9899893,3.982002,1.4935209,6.2872925,0.9776837825775146,1
12,card,10m,0,0.7408552,10.774921,0.8838656,1.9929595,3.987913,1.4957576,6.303895,0.9772246479988098,1
13,card,10m,0,0.7223853,10.790917,0.88417923,1.9945368,3.9908724,1.4968466,6.301076,0.9763045907020569,1
14,card,10m,0,0.7436301,10.791323,0.8808255,1.986808,3.9756603,1.4911566,6.3005285,0.9778709411621094,1
15,card,10m,0,0.7404548,10.760012,0.87716323,1.9770473,3.9561808,1.4838749,6.2833357,0.9783318042755127,1
16,card,10m,0,0.73538554,10.794048,0.8807647,1.9859256,3.9739788,1.490536,6.2969666,0.9783959984779358,1
17,card,10m,0,0.74630886,10.785486,0.88277406,1.9913934,3.9847553,1.4945643,6.299138,0.9770781993865967,1
18,card,10m,0,0.7491189,10.809381,0.8796973,1.9820302,3.9662578,1.4876544,6.2907143,0.9786309003829956,1
19,card,10m,0,0.7323542,10.773176,0.882419,1.9893126,3.9805675,1.4930035,6.303092,0.9772031307220459,1
20,mirror,10m,0,0.7207662,10.784776,0.88243484,1.9933137,3.9884984,1.4959345,6.2920322,0.9769879579544067,1
21,mirror,10m,0,0.7279438,10.783549,0.87943417,1.9892306,3.9802144,1.4928014,6.3015556,0.9766201972961426,1
22,mirror,10m,0,0.7322162,10.79134,0.880353,1.986729,3.9755049,1.4910847,6.2793007,0.9779152870178223,1
23,mirror,10m,0,0.7300187,10.786822,0.88206226,1.9935033,3.9888082,1.4960403,6.298788,0.9765247106552124,1
24,mirror,10m,0,0.72983,10.790045,0.8834022,1.9940941,3.9901042,1.4965478,6.282241,0.9768750667572021,1
25,mirror,10m,0,0.72525877,10.7661705,0.8809236,1.9900292,3.9818213,1.4934295,6.2818356,0.9763610363006592,1
26,mirror,10m,0,0.72870016,10.783308,0.8770217,1.9807155,3.9633954,1.4865301,6.276595,0.9778865575790405,1
27,mirror,10m,0,0.7361531,10.803208,0.88338745,1.9950198,3.9919703,1.4972374,6.2850943,0.9768921136856079,1
28,mirror,10m,0,0.7374494,10.811199,0.8812462,1.9905723,3.9830933,1.4939075,6.297901,0.9773896336555481,1
29,mirror,10m,0,0.7258798,10.802456,0.88109016,1.9877311,3.9775405,1.4918509,6.276458,0.9780893921852112,1
30,mirror,10m,0,0.7232708,10.810043,0.8784096,1.9842905,3.9705346,1.4891996,6.280819,0.9777812361717224,1
31,mirror,10m,0,0.73174065,10.796422,0.8811526,1.9926239,3.9870749,1.4953799,6.289221,0.9766688942909241,1
32,mirror,10m,0,0.73128617,10.80042,0.8790413,1.9858658,3.9737236,1.4903958,6.288639,0.9779170751571655,1
33,mirror,10m,0,0.7342464,10.796163,0.8795948,1.9860619,3.974052,1.490529,6.2846775,0.9773019552230835,1
34,mirror,10m,0,0.736372,10.781441,0.8833325,1.9963032,3.994411,1.4981418,6.291808,0.976198673248291,1
35,mirror,10m,0,0.73462355,10.793062,0.88041115,1.9878591,3.9777417,1.4919165,6.291214,0.977833092212677,1
36,mirror,10m,0,0.7292882,10.79224,0.88374996,1.9959089,3.9936342,1.497858,6.2780266,0.9762371778488159,1
37,mirror,10m,0,0.73081994,10.790768,0.88006896,1.9889348,3.979661,1.4926112,6.28388,0.9765220880508423,1
38,mirror,10m,0,0.73914826,10.784893,0.88147795,1.9896406,3.9813282,1.4932669,6.288314,0.977741539478302,1
39,mirror,10m,0,0.731441,10.786815,0.8772859,1.9817785,3.9655511,1.4873343,6.2733974,0.9779761433601379,1
40,nothing,10m,0,0.74814487,10.789346,0.8876234,1.994253,3.990747,1.4968857,6.2883015,0.9777927398681641,1
41,nothing,10m,0,0.73757136,10.806706,0.8823564,1.9822738,3.9668398,1.4879248,6.2901144,0.9788630604743958,1
42,nothing,10m,0,0.7527181,10.800065,0.8852405,1.9866129,3.9755864,1.4912262,6.2829647,0.9785727858543396,1
43,nothing,10m,0,0.75048006,10.756835,0.8859086,1.9913281,3.9847476,1.4946282,6.2831316,0.9770656824111938,1
44,nothing,10m,0,0.7431724,10.793852,0.88521874,1.9911927,3.984623,1.4945674,6.286641,0.978202760219574,1
45,nothing,10m,0,0.7355362,10.825621,0.88597697,1.9934034,3.9890878,1.496233,6.2816534,0.9784706830978394,1
46,nothing,10m,0,0.7479408,10.779537,0.8802624,1.9815314,3.9652197,1.4872795,6.273675,0.9781869053840637,1
47,nothing,10m,0,0.74909943,10.766746,0.883201,1.9885745,3.9792874,1.4925511,6.287159,0.977856457233429,1
48,nothing,10m,0,0.74382085,10.784572,0.8812889,1.982209,3.9666002,1.487812,6.2828074,0.9782803058624268,1
49,nothing,10m,0,0.7502936,10.800677,0.88382924,1.987639,3.9775112,1.4919052,6.2804146,0.9781485795974731,1
50,nothing,10m,0,0.74559486,10.805675,0.88423824,1.991563,3.9853106,1.4947985,6.282522,0.978004515171051,1
51,nothing,10m,0,0.7498767,10.788504,0.88040125,1.9817303,3.9656532,1.4874436,6.271802,0.9783200025558472,1
52,nothing,10m,0,0.75280094,10.799655,0.8784899,1.9831972,3.9685416,1.4884738,6.285021,0.9784788489341736,1
53,nothing,10m,0,0.7403337,10.809638,0.8818809,1.9959762,3.9937992,1.4978844,6.2861757,0.9766722917556763,1
54,nothing,10m,0,0.72407985,10.792165,0.8819096,2.0020711,4.0059586,1.502389,6.2975655,0.9771381616592407,1
55,nothing,10m,0,0.7443974,10.785553,0.87747645,1.9875959,3.977075,1.4916062,6.2943306,0.97748863697052,1
56,nothing,10m,0,0.7358699,10.771241,0.87466747,1.9837524,3.969256,1.4886506,6.287421,0.9771701693534851,1
57,nothing,10m,0,0.7487482,10.773731,0.8760927,1.9834505,3.968834,1.4885305,6.29653,0.9778527021408081,1
58,nothing,10m,0,0.7386333,10.792226,0.877383,1.9861106,3.9742236,1.4905512,6.2819414,0.9781115055084229,1
59,nothing,10m,0,0.7420095,10.778835,0.8716596,1.9787169,3.9591882,1.4848607,6.280676,0.9774258732795715,1
60,spot,10m,0,0.73644763,10.775283,0.8795185,1.9881501,3.9781778,1.492059,6.2930574,0.9771375060081482,1
61,spot,10m,0,0.7214204,10.758928,0.87417096,1.9798707,3.9614205,1.4857312,6.291608,0.9768298268318176,1
62,spot,10m,0,0.72578573,10.775859,0.878279,1.9861547,3.9741392,1.4905361,6.294425,0.977207362651825,1
63,spot,10m,0,0.7361822,10.771089,0.87536037,1.9767836,3.9556303,1.4836342,6.292713,0.9786388874053955,1
64,spot,10m,0,0.7328706,10.769677,0.8772024,1.9852716,3.9723792,1.4898616,6.310357,0.9773796200752258,1
65,spot,10m,0,0.7318636,10.758807,0.8749131,1.9780128,3.9578695,1.4844431,6.2854366,0.9774951338768005,1
66,spot,10m,0,0.7365979,10.7715845,0.87971044,1.9877272,3.9773502,1.4917564,6.288682,0.9771568179130554,1
67,spot,10m,0,0.7352965,10.769143,0.87797683,1.9834334,3.9688618,1.4885828,6.290332,0.9779677987098694,1
68,spot,10m,0,0.7222984,10.781088,0.8794595,1.9900383,3.9818425,1.4934106,6.299469,0.9768540263175964,1
69,spot,10m,0,0.7312846,10.774751,0.881058,1.9946903,3.9910643,1.4968566,6.292263,0.9759352207183838,1
70,spot,10m,0,0.7349597,10.766803,0.8789631,1.9853705,3.9727013,1.4900254,6.296523,0.9777135252952576,1
71,spot,10m,0,0.7320194,10.75087,0.88302004,1.9963094,3.9943748,1.4981251,6.305047,0.9761033654212952,1
72,spot,10m,0,0.72321343,10.758317,0.8820434,1.9953696,3.9924405,1.4973804,6.3120813,0.976115882396698,1
73,spot,10m,0,0.7362467,10.766166,0.8793182,1.9865844,3.975055,1.4908944,6.3082733,0.9772636294364929,1
74,spot,10m,0,0.7334305,10.771464,0.87683076,1.9817343,3.9654455,1.487295,6.2880306,0.9780341982841492,1
75,spot,10m,0,0.727412,10.770029,0.87993467,1.9923676,3.98641,1.4951065,6.3028936,0.9762040376663208,1
76,spot,10m,0,0.7337995,10.772079,0.87960285,1.9886931,3.9791925,1.4924314,6.302127,0.9767970442771912,1
77,spot,10m,0,0.73526144,10.77141,0.87971085,1.9898951,3.9816647,1.493356,6.293579,0.977163553237915,1
78,spot,10m,0,0.7365569,10.759887,0.87457454,1.9771357,3.9561224,1.4837917,6.286993,0.9774545431137085,1
79,spot,10m,0,0.732628,10.745256,0.88008267,1.9894189,3.9806798,1.4930007,6.3011436,0.9769111275672913,1
80,velvet,10m,0,0.74012554,10.773664,0.87516975,1.978115,3.9581132,1.48454,6.2907057,0.9776056408882141,1
81,velvet,10m,0,0.741569,10.797769,0.873392,1.9769747,3.9557834,1.4836361,6.2943897,0.9776366949081421,1
82,velvet,10m,0,0.74186605,10.781598,0.8781131,1.9863513,3.9745386,1.4906785,6.2929173,0.9770501852035522,1
83,velvet,10m,0,0.73448545,10.792721,0.8805997,1.9909862,3.983807,1.4941617,6.2986584,0.9768900871276855,1
84,velvet,10m,0,0.7353753,10.761738,0.876825,1.9867674,3.9753387,1.4909489,6.2732677,0.9770663380622864,1
85,velvet,10m,0,0.7429512,10.789334,0.87638885,1.9817203,3.9653523,1.4872428,6.2897778,0.9776684045791626,1
86,velvet,10m,0,0.73734254,10.78779,0.8797883,1.9913753,3.984481,1.494389,6.293166,0.9763195514678955,1
87,velvet,10m,0,0.73870265,10.786506,0.87313324,1.9703681,3.9427946,1.4788287,6.2739067,0.9786608219146729,1
88,velvet,10m,0,0.7386322,10.777965,0.87790984,1.9840518,3.9699879,1.4889928,6.2998333,0.9774075150489807,1
89,velvet,10m,0,0.7360865,10.765316,0.8742186,1.9790887,3.9599187,1.4851837,6.280883,0.9769832491874695,1
90,velvet,10m,0,0.7388097,10.78141,0.8718878,1.9688789,3.9398308,1.4777095,6.2802525,0.978955864906311,1
91,velvet,10m,0,0.7492962,10.790937,0.87668175,1.982042,3.96602,1.4874976,6.291024,0.9776449203491211,1
92,velvet,10m,0,0.73354304,10.801678,0.8765856,1.9815938,3.9651992,1.4871923,6.278841,0.9782347083091736,1
93,velvet,10m,0,0.7411792,10.771247,0.8723965,1.9712778,3.944567,1.4794718,6.280406,0.97856205701828,1
94,velvet,10m,0,0.7401315,10.786504,0.87743604,1.985383,3.972583,1.4899395,6.2926617,0.9770517945289612,1
95,velvet,10m,0,0.7390423,10.780078,0.8698962,1.9636221,3.9293413,1.4737822,6.26505,0.9792311191558838,1
96,velvet,10m,0,0.72799087,10.767825,0.87796754,1.9864426,3.974828,1.4907894,6.2795267,0.9778431057929993,1
97,velvet,10m,0,0.74096733,10.7956915,0.87642384,1.98617,3.9741216,1.4904845,6.2858057,0.976993203163147,1
98,velvet,10m,0,0.7335221,10.792231,0.87353987,1.9777296,3.9573305,1.4842144,6.2931337,0.9779642820358276,1
99,velvet,10m,0,0.73997897,10.794957,0.8784614,1.9854882,3.972916,1.4900877,6.2852554,0.9775155186653137,1
